"Score","16"
"Speed","5"
"Ball","308","148","-3","-1"
"Player","411","235","1","1"
"Player","220","172","-1","-3"
"Player","70","243","1","2"
"Player","281","130","0","-2"
"Player","447","312","2","0"
"Player","359","88","-3","-1"
