"Score","2"
"Speed","59"
"Ball","250","250","0","0"
"Player","361","301","2","-2"
"Player","8","200","1","3"
"Player","60","303","0","-1"
"Player","303","359","-1","-3"
"Player","135","336","2","0"
"Player","380","68","-1","0"
"Player","410","161","-1","0"
